j,# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
2648427,01/09/2022 05:55:04,Class A,230352000,57.801244999999994,10.501707000000001,Under way using engine,0.0,13.6,69.3,71.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2649226,01/09/2022 05:55:10,Class A,230352000,57.80138,10.502367999999999,Under way using engine,0.0,13.5,69.7,72.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2649582,01/09/2022 05:55:13,Class A,230352000,57.80144,10.5027,Under way using engine,0.0,13.5,70.3,72.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2650112,01/09/2022 05:55:17,Class A,230352000,57.801505000000006,10.503033,Under way using engine,0.0,13.5,70.4,72.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2651016,01/09/2022 05:55:24,Class A,230352000,57.80165,10.503810000000001,Under way using engine,0.0,13.5,70.8,73.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2652251,01/09/2022 05:55:33,Class A,230352000,57.801825,10.504813,Under way using engine,0.0,13.5,71.9,74.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2652834,01/09/2022 05:55:37,Class A,230352000,57.801922,10.505372999999999,Under way using engine,0.0,13.5,72.3,75.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2653295,01/09/2022 05:55:40,Class A,230352000,57.801978000000005,10.50571,Under way using engine,0.0,13.5,72.7,75.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2653616,01/09/2022 05:55:43,Class A,230352000,57.802013,10.505935000000001,Under way using engine,0.0,13.5,73.0,76.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2654166,01/09/2022 05:55:47,Class A,230352000,57.802103,10.506497999999999,Under way using engine,0.0,13.5,73.7,77.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2654585,01/09/2022 05:55:50,Class A,230352000,57.802153000000004,10.506836999999999,Under way using engine,0.0,13.5,74.3,77.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2654967,01/09/2022 05:55:53,Class A,230352000,57.802203000000006,10.507175,Under way using engine,0.0,13.5,74.6,78.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2655159,01/09/2022 05:55:54,Class A,230352000,57.802203000000006,10.507175,Under way using engine,0.0,13.5,74.6,78.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2655470,01/09/2022 05:55:57,Class A,230352000,57.802248,10.507513000000001,Under way using engine,0.0,13.5,75.0,78.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2655952,01/09/2022 05:56:00,Class A,230352000,57.80231,10.507968,Under way using engine,,13.5,75.9,79.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2656452,01/09/2022 05:56:04,Class A,230352000,57.802367000000004,10.508425,Under way using engine,0.0,13.5,76.6,79.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2656855,01/09/2022 05:56:07,Class A,230352000,57.802409999999995,10.508767,Under way using engine,0.0,13.5,77.0,80.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2657633,01/09/2022 05:56:13,Class A,230352000,57.80249,10.509453,Under way using engine,0.0,13.5,78.4,81.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2658141,01/09/2022 05:56:17,Class A,230352000,57.802523,10.509798,Under way using engine,,13.5,78.9,82.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2658601,01/09/2022 05:56:20,Class A,230352000,57.802569999999996,10.510258,Under way using engine,0.0,13.5,79.6,82.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2659066,01/09/2022 05:56:24,Class A,230352000,57.8026,10.510603,Under way using engine,0.0,13.5,80.2,82.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2659506,01/09/2022 05:56:27,Class A,230352000,57.80263000000001,10.51095,Under way using engine,0.0,13.5,80.7,83.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2659915,01/09/2022 05:56:30,Class A,230352000,57.802656999999996,10.511295,Under way using engine,0.0,13.4,81.3,83.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2660283,01/09/2022 05:56:33,Class A,230352000,57.802682999999995,10.511643,Under way using engine,0.0,13.4,81.6,83.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2660818,01/09/2022 05:56:37,Class A,230352000,57.802718000000006,10.512103,Under way using engine,0.0,13.4,82.0,84.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2661294,01/09/2022 05:56:40,Class A,230352000,57.802744999999994,10.512452,Under way using engine,0.0,13.5,82.3,84.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2661692,01/09/2022 05:56:43,Class A,230352000,57.80276800000001,10.5128,Under way using engine,0.0,13.5,82.6,85.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2662208,01/09/2022 05:56:47,Class A,230352000,57.802797999999996,10.513263,Under way using engine,0.0,13.5,83.0,85.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2663085,01/09/2022 05:56:53,Class A,230352000,57.802848,10.514077,Under way using engine,0.0,13.5,84.0,86.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2663616,01/09/2022 05:56:57,Class A,230352000,57.802863,10.514425,Under way using engine,0.0,13.5,84.4,87.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2664061,01/09/2022 05:57:00,Class A,230352000,57.802887,10.51489,Under way using engine,0.0,13.5,84.9,87.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2664625,01/09/2022 05:57:04,Class A,230352000,57.802905,10.515357,Under way using engine,0.0,13.5,85.7,88.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2665043,01/09/2022 05:57:07,Class A,230352000,57.802917,10.515707,Under way using engine,0.0,13.5,86.2,88.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2665473,01/09/2022 05:57:10,Class A,230352000,57.802928,10.516057,Under way using engine,0.0,13.4,86.8,89.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2665816,01/09/2022 05:57:13,Class A,230352000,57.802935,10.516407000000001,Under way using engine,0.0,13.5,87.3,89.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2666352,01/09/2022 05:57:17,Class A,230352000,57.802943000000006,10.516757,Under way using engine,0.0,13.5,87.9,89.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2666781,01/09/2022 05:57:20,Class A,230352000,57.802946999999996,10.517107000000001,Under way using engine,0.0,13.5,88.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2667287,01/09/2022 05:57:24,Class A,230352000,57.802952000000005,10.517575,Under way using engine,0.0,13.5,89.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2667782,01/09/2022 05:57:27,Class A,230352000,57.802955000000004,10.518042999999999,Under way using engine,0.0,13.5,89.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2668210,01/09/2022 05:57:30,Class A,230352000,57.802955000000004,10.518393,Under way using engine,0.0,13.5,90.0,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2668525,01/09/2022 05:57:33,Class A,230352000,57.802952000000005,10.518627,Under way using engine,0.0,13.5,90.4,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2669060,01/09/2022 05:57:37,Class A,230352000,57.802946999999996,10.519093,Under way using engine,0.0,13.5,91.0,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2670060,01/09/2022 05:57:44,Class A,230352000,57.802935,10.520028,Under way using engine,0.0,13.5,91.6,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2671304,01/09/2022 05:57:53,Class A,230352000,57.802917,10.521083,Under way using engine,0.0,13.5,92.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2672817,01/09/2022 05:58:04,Class A,230352000,57.802893000000005,10.52237,Under way using engine,0.0,13.5,91.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2673985,01/09/2022 05:58:13,Class A,230352000,57.802882,10.523425,Under way using engine,0.0,13.5,91.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2675426,01/09/2022 05:58:24,Class A,230352000,57.802875,10.524597,Under way using engine,0.0,13.5,90.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2676623,01/09/2022 05:58:33,Class A,230352000,57.802867000000006,10.525655,Under way using engine,0.0,13.5,90.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2678177,01/09/2022 05:58:44,Class A,230352000,57.80285500000001,10.527064999999999,Under way using engine,0.0,13.5,90.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2679428,01/09/2022 05:58:53,Class A,230352000,57.802845,10.528122999999999,Under way using engine,0.0,13.6,90.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2680849,01/09/2022 05:59:04,Class A,230352000,57.802837,10.529302000000001,Under way using engine,0.0,13.6,91.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2682205,01/09/2022 05:59:14,Class A,230352000,57.802825,10.53048,Under way using engine,0.0,13.6,90.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2683656,01/09/2022 05:59:24,Class A,230352000,57.802817000000005,10.531775,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2684983,01/09/2022 05:59:34,Class A,230352000,57.802813,10.532955000000001,Under way using engine,0.0,13.6,90.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2686309,01/09/2022 05:59:44,Class A,230352000,57.802806999999994,10.534133,Under way using engine,0.0,13.6,90.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2687594,01/09/2022 05:59:53,Class A,230352000,57.802794999999996,10.535193,Under way using engine,0.0,13.6,90.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2689047,01/09/2022 06:00:04,Class A,230352000,57.802787,10.536372,Under way using engine,0.0,13.6,90.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2690445,01/09/2022 06:00:14,Class A,230352000,57.802780000000006,10.53755,Under way using engine,0.0,13.6,90.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2691895,01/09/2022 06:00:24,Class A,230352000,57.80276800000001,10.538848,Under way using engine,0.0,13.6,90.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2693239,01/09/2022 06:00:34,Class A,230352000,57.80276,10.540028,Under way using engine,0.0,13.6,90.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2694560,01/09/2022 06:00:44,Class A,230352000,57.80275699999999,10.541207,Under way using engine,0.0,13.6,90.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2695816,01/09/2022 06:00:53,Class A,230352000,57.802753,10.542272,Under way using engine,0.0,13.6,90.0,89.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2697266,01/09/2022 06:01:04,Class A,230352000,57.802753,10.543453,Under way using engine,0.0,13.6,89.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2698626,01/09/2022 06:01:14,Class A,230352000,57.802753,10.544637,Under way using engine,0.0,13.6,89.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2700017,01/09/2022 06:01:24,Class A,230352000,57.80275699999999,10.545938,Under way using engine,0.0,13.6,90.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2701369,01/09/2022 06:01:34,Class A,230352000,57.802753,10.547122,Under way using engine,0.0,13.6,90.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2702664,01/09/2022 06:01:44,Class A,230352000,57.802748,10.548305000000001,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2703920,01/09/2022 06:01:53,Class A,230352000,57.802744999999994,10.549368,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2705374,01/09/2022 06:02:04,Class A,230352000,57.802737,10.550552,Under way using engine,0.0,13.6,90.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2706747,01/09/2022 06:02:14,Class A,230352000,57.802732999999996,10.551733,Under way using engine,0.0,13.6,90.4,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2708193,01/09/2022 06:02:24,Class A,230352000,57.802721999999996,10.553033000000001,Under way using engine,0.0,13.6,90.7,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2709504,01/09/2022 06:02:34,Class A,230352000,57.80271,10.554213,Under way using engine,0.0,13.6,91.2,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2710800,01/09/2022 06:02:44,Class A,230352000,57.8027,10.555392,Under way using engine,0.0,13.6,91.2,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2712069,01/09/2022 06:02:53,Class A,230352000,57.802688,10.556453,Under way using engine,0.0,13.6,91.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2713585,01/09/2022 06:03:04,Class A,230352000,57.802677,10.55775,Under way using engine,0.0,13.6,90.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2714926,01/09/2022 06:03:14,Class A,230352000,57.802668000000004,10.558812,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2716365,01/09/2022 06:03:24,Class A,230352000,57.802662,10.56011,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2717721,01/09/2022 06:03:34,Class A,230352000,57.802656999999996,10.561288000000001,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2719023,01/09/2022 06:03:44,Class A,230352000,57.802656999999996,10.562467999999999,Under way using engine,0.0,13.6,90.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2720258,01/09/2022 06:03:53,Class A,230352000,57.802653,10.563527,Under way using engine,0.0,13.6,90.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2721708,01/09/2022 06:04:04,Class A,230352000,57.802653,10.564825,Under way using engine,0.0,13.6,90.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2723045,01/09/2022 06:04:14,Class A,230352000,57.80265,10.565885,Under way using engine,0.0,13.6,90.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2724464,01/09/2022 06:04:24,Class A,230352000,57.80265,10.567182,Under way using engine,0.0,13.6,89.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2725567,01/09/2022 06:04:33,Class A,230352000,57.802656999999996,10.568123,Under way using engine,0.0,13.6,89.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2727091,01/09/2022 06:04:44,Class A,230352000,57.802656999999996,10.569538,Under way using engine,0.0,13.6,89.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2728342,01/09/2022 06:04:53,Class A,230352000,57.802656999999996,10.570598,Under way using engine,0.0,13.6,90.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2729853,01/09/2022 06:05:04,Class A,230352000,57.802653,10.571893,Under way using engine,0.0,13.6,90.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2731200,01/09/2022 06:05:14,Class A,230352000,57.80265,10.572955,Under way using engine,0.0,13.6,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2732635,01/09/2022 06:05:24,Class A,230352000,57.802642000000006,10.57425,Under way using engine,0.0,13.6,90.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2733739,01/09/2022 06:05:33,Class A,230352000,57.802645,10.57519,Under way using engine,0.0,13.6,90.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2735287,01/09/2022 06:05:44,Class A,230352000,57.802645,10.576485,Under way using engine,0.0,13.6,89.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2736561,01/09/2022 06:05:53,Class A,230352000,57.802645,10.577663000000001,Under way using engine,0.0,13.6,90.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2738108,01/09/2022 06:06:04,Class A,230352000,57.802645,10.57896,Under way using engine,0.0,13.6,89.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2739505,01/09/2022 06:06:14,Class A,230352000,57.802645,10.580135,Under way using engine,0.0,13.5,89.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2740637,01/09/2022 06:06:23,Class A,230352000,57.80265,10.581077,Under way using engine,0.0,13.6,89.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2741991,01/09/2022 06:06:33,Class A,230352000,57.802653,10.582253,Under way using engine,0.0,13.5,89.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2743513,01/09/2022 06:06:44,Class A,230352000,57.802665000000005,10.583544999999999,Under way using engine,0.0,13.5,89.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2744776,01/09/2022 06:06:53,Class A,230352000,57.802673,10.584603,Under way using engine,0.0,13.6,89.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2746351,01/09/2022 06:07:04,Class A,230352000,57.802677,10.586015,Under way using engine,0.0,13.5,89.8,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2747751,01/09/2022 06:07:14,Class A,230352000,57.802673,10.587188000000001,Under way using engine,0.0,13.5,90.1,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2748912,01/09/2022 06:07:23,Class A,230352000,57.802665000000005,10.588128,Under way using engine,0.0,13.5,90.8,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
